"FID","TURN","source","target"
"61_NLP_36_A_conv.json","20","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {propose; deny_to_try; propose; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Considering the significant health benefits and easier management with insulin pens, would you be open to discussing this further with your healthcare provider?
Client: I'd rather not switch to insulin at this time.
Counselor: I understand your hesitation, but given the advancements and affordability, would you consider trying insulin for a trial period to see if it improves your condition?
Client: I appreciate your suggestion, but I'd prefer not to try insulin right now.
Answer: ","offer_relief"
"02_NLP_01_B_conv.json","1","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {[CONVSTART]}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: 
Answer: ","greet"
"02_NLP_01_B_conv.json","3","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {greet; greet}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Good evening!
Client: Good evening!
Answer: ","propose"
"02_NLP_01_B_conv.json","5","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {greet; greet; propose; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Good evening!
Client: Good evening!
Counselor: Given that diet and lifestyle changes alone may not always be sufficient, would you consider trying insulin to achieve optimal blood sugar control?
Client: I have concerns about pain and dependency, so I'm not ready to start insulin yet.
Answer: ","offer_relief"
"02_NLP_01_B_conv.json","7","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {propose; deny_to_try; offer_relief; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Given that diet and lifestyle changes alone may not always be sufficient, would you consider trying insulin to achieve optimal blood sugar control?
Client: I have concerns about pain and dependency, so I'm not ready to start insulin yet.
Counselor: I understand your concerns, and many people find that the pain is minimal and that insulin can effectively manage blood sugar levels without causing dependency.
Client: I still have reservations about starting insulin due to the pain and dependency concerns.
Answer: ","ask_concerns"
"02_NLP_01_B_conv.json","9","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {offer_relief; deny_to_try; ask_concerns; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: I understand your concerns, and many people find that the pain is minimal and that insulin can effectively manage blood sugar levels without causing dependency.
Client: I still have reservations about starting insulin due to the pain and dependency concerns.
Counselor: Could you share more about your specific concerns regarding pain and dependency with insulin?
Client: Why are my fasting blood sugar (10.3 mmol/L) and HbA1c levels (9.1 mmol/L) high despite following a strict diet and healthy lifestyle?
Answer: ","suggest_a_reason"
"02_NLP_01_B_conv.json","11","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {ask_concerns; request_information; suggest_a_reason; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Could you share more about your specific concerns regarding pain and dependency with insulin?
Client: Why are my fasting blood sugar (10.3 mmol/L) and HbA1c levels (9.1 mmol/L) high despite following a strict diet and healthy lifestyle?
Counselor: Could it be that while diet and lifestyle changes have led to some improvements, they might not be enough to bring your blood sugar levels within the target range, thus necessitating additional medical intervention like insulin?
Client: Is my current diet, which includes porridge, oats, salad, and black garlic, effective in controlling my blood sugar levels, or should I consult a dietician for adjustments?
Answer: ","suggest_a_solution"
"02_NLP_01_B_conv.json","13","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {suggest_a_reason; request_information; suggest_a_solution; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Could it be that while diet and lifestyle changes have led to some improvements, they might not be enough to bring your blood sugar levels within the target range, thus necessitating additional medical intervention like insulin?
Client: Is my current diet, which includes porridge, oats, salad, and black garlic, effective in controlling my blood sugar levels, or should I consult a dietician for adjustments?
Counselor: Should we consult a dietician to see if your current diet needs adjustments to better manage your blood sugar levels?
Client: What are the alternatives to starting long-acting insulin, considering my fear of pain from daily injections and concerns about dependency?
Answer: ","propose"
"02_NLP_01_B_conv.json","15","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {suggest_a_solution; request_information; propose; express_interest}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Should we consult a dietician to see if your current diet needs adjustments to better manage your blood sugar levels?
Client: What are the alternatives to starting long-acting insulin, considering my fear of pain from daily injections and concerns about dependency?
Counselor: Before starting insulin injections, we can explore modifying your diet, increasing physical activity, and adjusting the dosage of existing medications.
Client: I'd be interested in exploring those alternatives before starting insulin.
Answer: ","ask_for_confirmation"
"02_NLP_01_B_conv.json","17","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {propose; express_interest; ask_for_confirmation; express_interest}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Before starting insulin injections, we can explore modifying your diet, increasing physical activity, and adjusting the dosage of existing medications.
Client: I'd be interested in exploring those alternatives before starting insulin.
Counselor: Would you like to set up a plan to monitor the effectiveness of these alternatives over the next few months?
Client: Yes, I'd like to set up a plan to monitor these alternatives.
Answer: ","propose"
"02_NLP_01_B_conv.json","19","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {ask_for_confirmation; express_interest; propose; express_interest}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Would you like to set up a plan to monitor the effectiveness of these alternatives over the next few months?
Client: Yes, I'd like to set up a plan to monitor these alternatives.
Counselor: Let's schedule regular consultations to reassess your progress and determine if insulin might be necessary later.
Client: I'm looking forward to seeing how these changes impact my blood sugar levels.
Answer: ","support"
"02_NLP_01_B_conv.json","21","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {propose; express_interest; support; express_interest}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Let's schedule regular consultations to reassess your progress and determine if insulin might be necessary later.
Client: I'm looking forward to seeing how these changes impact my blood sugar levels.
Counselor: That's great to hear; I'm confident that together we can find the best approach to managing your blood sugar levels.
Client: I'm really curious to see how these changes will work for me.
Answer: ","support"
"70_NLP_41_B_conv.json","1","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {[CONVSTART]}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: 
Answer: ","greet"
"70_NLP_41_B_conv.json","3","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {greet; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor:  Hello, How is it going? 
Client: Why are my blood sugar levels fluctuating so much despite consistently being high over the past three months?
Answer: ","provide_insulin_information"
"70_NLP_41_B_conv.json","5","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {greet; request_information; provide_insulin_information; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor:  Hello, How is it going? 
Client: Why are my blood sugar levels fluctuating so much despite consistently being high over the past three months?
Counselor: Blood sugar levels may remain high despite insulin use due to issues with proper insulin administration, such as incorrect dosage or malfunctioning delivery devices, as well as lifestyle factors like diet, exercise, and smoking.
Client: How can I control my diet and avoid sweet things without feeling weak?
Answer: ","suggest_a_solution"
"70_NLP_41_B_conv.json","7","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {provide_insulin_information; request_information; suggest_a_solution; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Blood sugar levels may remain high despite insulin use due to issues with proper insulin administration, such as incorrect dosage or malfunctioning delivery devices, as well as lifestyle factors like diet, exercise, and smoking.
Client: How can I control my diet and avoid sweet things without feeling weak?
Counselor: Have you tried incorporating more protein and fiber into your meals to help manage hunger and maintain energy levels?
Client: What affordable options are available for diabetes management tools, especially for monitoring blood sugar at home?
Answer: ","provide_insulin_information"
"70_NLP_41_B_conv.json","9","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {suggest_a_solution; request_information; provide_insulin_information; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Have you tried incorporating more protein and fiber into your meals to help manage hunger and maintain energy levels?
Client: What affordable options are available for diabetes management tools, especially for monitoring blood sugar at home?
Counselor: There are many affordable glucose meters and test strips available that can help you monitor your blood sugar levels at home and make necessary adjustments.
Client: I'm still not sure about trying insulin due to these concerns.
Answer: ","logical_appeal"
"70_NLP_41_B_conv.json","11","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {provide_insulin_information; deny_to_try; logical_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: There are many affordable glucose meters and test strips available that can help you monitor your blood sugar levels at home and make necessary adjustments.
Client: I'm still not sure about trying insulin due to these concerns.
Counselor: Ensuring correct insulin injection techniques and making necessary lifestyle adjustments can help achieve better glycemic control, addressing your concerns about blood sugar fluctuations.
Client: I'm still hesitant about starting insulin despite the advice.
Answer: ","emotion_appeal"
"70_NLP_41_B_conv.json","13","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {logical_appeal; deny_to_try; emotion_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Ensuring correct insulin injection techniques and making necessary lifestyle adjustments can help achieve better glycemic control, addressing your concerns about blood sugar fluctuations.
Client: I'm still hesitant about starting insulin despite the advice.
Counselor: I understand your hesitation, but starting insulin could significantly improve your health and prevent complications, giving you a better quality of life.
Client: I'm still not convinced and would like to explore other options first.
Answer: ","propose"
"70_NLP_41_B_conv.json","15","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {emotion_appeal; deny_to_try; propose; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: I understand your hesitation, but starting insulin could significantly improve your health and prevent complications, giving you a better quality of life.
Client: I'm still not convinced and would like to explore other options first.
Counselor: While alternatives like increasing oral medications and lifestyle changes can be effective, transitioning to insulin might be necessary if those aren't enough to control your blood sugar levels.
Client: I appreciate the advice, but I'd prefer to explore other options before considering insulin.
Answer: ","ask_concerns"
"70_NLP_41_B_conv.json","17","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {propose; deny_to_try; ask_concerns; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: While alternatives like increasing oral medications and lifestyle changes can be effective, transitioning to insulin might be necessary if those aren't enough to control your blood sugar levels.
Client: I appreciate the advice, but I'd prefer to explore other options before considering insulin.
Counselor: Are there any specific concerns you have about starting insulin that we can address together?
Client: I understand the benefits, but I really want to try other options first.
Answer: ","logical_appeal"
"70_NLP_41_B_conv.json","19","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {ask_concerns; deny_to_try; logical_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Are there any specific concerns you have about starting insulin that we can address together?
Client: I understand the benefits, but I really want to try other options first.
Counselor: Trying insulin could be a crucial step to prevent long-term complications if other options don't sufficiently control your blood sugar levels.
Client: I still want to explore other options before starting insulin.
Answer: ","ask_about_consequence"
"70_NLP_41_B_conv.json","21","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {logical_appeal; deny_to_try; ask_about_consequence; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Trying insulin could be a crucial step to prevent long-term complications if other options don't sufficiently control your blood sugar levels.
Client: I still want to explore other options before starting insulin.
Counselor: What would you do if other options don't effectively control your blood sugar levels?
Client: I still want to try other options before considering insulin.
Answer: ","suggest_a_solution"
"03_NLP_02_A_conv.json","1","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {[CONVSTART]}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: 
Answer: ","greet"
"03_NLP_02_A_conv.json","3","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {greet; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Good evening!
Client: Could the sweating and cold sensations after taking my morning diabetes medication be caused by the timing of the medication and my irregular breakfast schedule?
Answer: ","provide_insulin_information"
"03_NLP_02_A_conv.json","5","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {greet; request_information; provide_insulin_information; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Good evening!
Client: Could the sweating and cold sensations after taking my morning diabetes medication be caused by the timing of the medication and my irregular breakfast schedule?
Counselor: Yes, irregular meal patterns and medication timing can affect blood sugar levels, and an insulin regimen adapted to your schedule might help maintain consistent control.
Client: How can I manage my diabetes medication effectively given my irregular breakfast schedule due to my work?
Answer: ","suggest_a_solution"
"03_NLP_02_A_conv.json","7","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {provide_insulin_information; request_information; suggest_a_solution; request_information}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Yes, irregular meal patterns and medication timing can affect blood sugar levels, and an insulin regimen adapted to your schedule might help maintain consistent control.
Client: How can I manage my diabetes medication effectively given my irregular breakfast schedule due to my work?
Counselor: Have you considered setting aside even a brief period during work hours to eat and possibly using more convenient forms of insulin, like insulin pens?
Client: Can you clarify the correct timing and dosage for my diabetes medications, including Metformin, and advise if any adjustments are needed to avoid side effects?
Answer: ","request_information"
"03_NLP_02_A_conv.json","9","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {suggest_a_solution; request_information; request_information; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Have you considered setting aside even a brief period during work hours to eat and possibly using more convenient forms of insulin, like insulin pens?
Client: Can you clarify the correct timing and dosage for my diabetes medications, including Metformin, and advise if any adjustments are needed to avoid side effects?
Counselor: Can you share more details about your current schedule and any specific side effects you're experiencing?
Client: I'm not sure if I'm ready to try insulin yet; it feels overwhelming with my current schedule.
Answer: ","emotion_appeal"
"03_NLP_02_A_conv.json","11","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {request_information; deny_to_try; emotion_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Can you share more details about your current schedule and any specific side effects you're experiencing?
Client: I'm not sure if I'm ready to try insulin yet; it feels overwhelming with my current schedule.
Counselor: I understand it feels overwhelming, but starting insulin could prevent your condition from worsening and help you avoid complications.
Client: I'm still hesitant about starting insulin due to my busy and unpredictable schedule.
Answer: ","propose"
"03_NLP_02_A_conv.json","13","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {emotion_appeal; deny_to_try; propose; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: I understand it feels overwhelming, but starting insulin could prevent your condition from worsening and help you avoid complications.
Client: I'm still hesitant about starting insulin due to my busy and unpredictable schedule.
Counselor: Given your busy schedule, how about discussing an insulin regimen that fits irregular meal patterns with your healthcare provider?
Client: I'm still not convinced that insulin is the right option for me at this moment.
Answer: ","logical_appeal"
"03_NLP_02_A_conv.json","15","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {propose; deny_to_try; logical_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: Given your busy schedule, how about discussing an insulin regimen that fits irregular meal patterns with your healthcare provider?
Client: I'm still not convinced that insulin is the right option for me at this moment.
Counselor: While oral medications and lifestyle changes are options, if they aren't effective enough, insulin could be crucial for maintaining your health and preventing complications.
Client: I still prefer to explore other options before considering insulin.
Answer: ","logical_appeal"
"03_NLP_02_A_conv.json","17","Question: What dialog act must the Counselor use from the list of acts and their definitions given below? The last few acts were {logical_appeal; deny_to_try; logical_appeal; deny_to_try}
List of acts are ""greet; thank; general_agreement; neutral_to_information; counter_information; chitchat; acknowledge; closing; end_conversation; request_information; provide_information; express_interest; provide_insulin_information; ask_concerns; propose; personal_related_inquiry; task_related_inquiry; logical_appeal; emotion_appeal; credibility_appeal; ask_about_consequence; ask_about_antecedent; ask_for_confirmation; suggest_a_solution; suggest_a_reason; express_concern; offer_relief; sympathize; support; amplify_excitement; motivate; compliment""?
Conversation: Counselor: While oral medications and lifestyle changes are options, if they aren't effective enough, insulin could be crucial for maintaining your health and preventing complications.
Client: I still prefer to explore other options before considering insulin.
Counselor: If your blood sugar levels remain high despite other treatments, insulin might be necessary to prevent your condition from worsening.
Client: I'm not ready to start insulin yet; I want to explore all other options first.
Answer: ","ask_concerns"
